text,emotion
도 농이나 구리 아빠 준 패딩은 오리털 그건 히 말라야 십대 시절 꿈이지콰형은 말해 쿠페 장만해 왜냐면 그거 사도 나 없으니 무리 좌우 명 is illibition for life 개 새 꺄 원하니 저기 bitchesno minepussy pop for mewolves cry for meTake a shot for meThen imma shoot grrrrrillionaire bition gangain't explain don't try to chasetrend setter brand new jacket 우리가 했지 불러라,0
선생 if u hate me its ok 당 연해 이젠 no thanksi dont say sorry 이 새 꺄 비겁해 보이니 i am bition boyz 사게 되겠지,0
rolls royce 다음 목표가 뭐 상관하겠냐,0
좆도 i dont giv a fuck이 가사가 넌 싫어요,0
자칭 국 힙 리스 너들은 그럼 뭐를 들을까,0
앨범은 싫고 lil pump huh 김 효 은 CHANGMO 이미 존나 쩔고 남은 Hash ASH yeah sensation 개 쩔어 버린 배포 one more rollie는 개나 줘 오천 개는 원한다고 we're the one yeah that's uswe the fuckin bition boyzwe the bition boyswe the fuckin squad 우린 원해 더 따라 불러라,0
I say 니 넨 방에서 좀 나와 근데 난 스튜디오에서 안 나와 돈을 쌓아 난 얘한테 주고 Prada bag 얘넨 가져가네,0
chain 나는 딴 돈 반만 갖고 반은 밤에 뿌려 make it rain 내 키랑 영어는 짧은데 In this entertainment 업계 내 돈줄 명줄은 길어 like carpet 카르텔들 사이 나의 경쟁력은 나의 rap like RakimWhen I finish the rhymeI escape from theselame ass rappers 구분될 수 있어 구분 못하는 애들 사이나 혼자 구분되고 있어 멜론 위 사재기 음 원 들처럼 JUSTHIS 안 내려오지 국 힙 원탑 리스트에서 니 level은 행보 다 예측 난 행성 내 궤도는 random 앨범 안 내도 목소리는 또 내 어쩌겠어 이게 삶이 널 위해 준비해 놓은 story 인가 봐 개평이라도 떼 주리 Better blame my circlewe like expensive livesnot just moneythat we spending but the eyeswe die for la familianot just bodybut the spirit touch the skybetter blame my circlebetter blame my circlebetter blame my circlebetter blame my circle 뭔 불만이 그렇게 많아 every little thing turns intoan bigger problem if you let it 다리 꼰 채로 보면 뭐든 삐딱 해 보이지 않겠니,0
아닌 말로 꼰대 란 건 결정 안돼 나이로 hate the gamedon’t you ever hate the player 순해 보이는 놈일수록 더 큰 반항심이 배어 있어 우린 때론 너무 큰 오해를 받아 욕은 해도 너 빼고 우리 노래를 알아 got ambition az a ridahrest in peace makaveli 수준 낮은 너희는 명단에서 싹 다 내림 fancy clothes and pasted flows 어디서 들어본 듯한 곡에 모두 옹기종기 homies know me 서울 살이 벌써 3년 지어 낸 웃음 뒤에 송곳니를 감춰 i’m a beast go aheadrun up on meall setH1GHR GANGALL CAPSno capbetter blame my circlebetter blame my circlebetter blame my circlebetter blame my circle 그리고 바톤 을 받아 내 차례 새겨들어 not justfor the dollars 가사 쓰고 창작 작업 만약 이게 없었다면 끝이 없는 상업 예술 속에서 길을 잃었겠지 고장 난 트럭의 핸들을 잡어 I do it for my peopledo it for my brothersand sisters 이해 못한다면 무시하고 단념 내 이상이 설득 당하지 않는다면 밀고 나가 그게 당연 play my anthem you knowI raised the bar up 나도 모르는 얘기를 들었어 내 무리 탓하는 헛소문 들었어 한국은 텃세가 심하다 느꼈어 정치도 마찬가지 너 같은 사람들 오천만 모여서 만드는 우물 속 취향을 느꼈어,0
그러니 빠를 수 밖에 커스텀 입맛은 마비 흉내는 질려 컨셉 따위 이미지 무의미 너의 자리 탐 나지 않아 i don't talk about it 한국도 존재해 트럼프 벽이 매겨 채점 복사해 베껴 사재기 1등 uhhomie you better 탓해 네 주변 시기는 너의 벗 we like expensive livesnot just moneythat we spending but the eyeswe die for la familianot just bodybut the spirit touch the skybetter blame my circlebetter blame my circlebetter blame my circlebetter blame my circle,0
Yeah I’ve got bubble bubblebubble gum 다른 hater 들의 말은 전부 다 씹고 있어 그래 pocket full of money 또 내가 원하는 데로 열심히 돈 벌고 있고 그냥 kick back 또 flip 해 니들이 바라는 데로 개소리는 쉿했어,0
힘 뺐지 인마 go for it 네 가 자신 있다면 굴려 인마 네가 자신 있다면 내가 분명하게 그어줄게,0
음악으로 돈 벌어 먹고살려 생각하는 놈들 너희 방식으론 안 된다니까,0
여기서 배운 게 있다면 머리를 비우는 거야 이런 삶에 쫓겨 살면서도 너는 바퀴를 굴리지 않으니 뒤집힌 거야 나는 뒤집었어 전부 뒤집었지 그래 그때도 말했지,0
tory 처럼 I stay up late at nightFeel like I’m never tiredDid I sharpen a knifeThings will happen at nightI think they gotta run nowyeahRun until when I’m not around‘fore we go loud‘fore we go loud나 일하라고 부추긴 백수들은 요즘 뭐 하고 살아 어 그래 너 look 랩 퍼들 욕하는 댓 글엔 대부분이 랩 퍼들 yeah I know who you are 근데 ironic 내 몸값을 키워 주는 건 them 아주 고맙게도 고맙긴 한데 내 머리 위에 올라타 있는 듯 굴지 말래,0
좀 을이 되고 나서 check my 정산서 두 달 연속 억 소리가 3 timesFuck that 트로피의 그립감 fuck your 10k 도금 텅 빈 crown 내 조카 태어난 지 한 달 가까이 됐어 난 걔를 위해 앞으로 살아가려 해 존경은 니 형한테 나 많이 줘 라 난 내 돈만 받아 가면 돼 Rap money TV money 내 가족을 위한 거라면 그 출처가 어디든 뭐 이제는 그거 하나만 생각하게 다 비워 놨지 머리를 넬로처럼 I stay up late at nightFeel like I’m never tiredDid I sharpen a knifeThings will happen at nightI think they gotta run nowyeahRun until when I’m not around‘fore we go loud‘fore we go loudThey used to be 내게 고개 들고 말했지 너는 왜 그렇게 발전 없어 그런 놈 들 몇 쯤은 사뿐 하게 발밑에 깔아 두고 추고 있지 망치 춤을 넌 뭐했어,0
야 니가 발전 없다 던 놈은 벌써 수많은 respect 으로 목욕하고 있어야 니가 바라는 데로 하는 게 제일 좋은 방법 이라면서 너는 지금 어디 갔니,0
hol’ up 멍청한 짓이나 하고 있겠지 어린애들 놀리지 마걔네보다 어린 마인드 가진 게 걍 엎어 버려 또 엎어 버리지 어 버버 대다 끝나는 게임인데 뭔 힘을 빼냐,0
걍 비켜 저기에 난 goalover 쉬워 웃기게 I’m goneI stay up late at nightFeel like I’m never tiredDid I sharpen a knifeThings will happen at nightI think they gotta run nowyeahRun until when I’m not around‘fore we go loud‘fore we go loud,0
Yeah Bomb N Bombfeel this energy Yeah Bomb N Bombfeel this energy Yeah Bomb N Bombfeel this energy Yeah Bomb N Bombfeel this energy ahhhwa 스트레칭 끝 잘 봐라 내 난리 부르스 이 멍석 까는데 걸린 5년과 수많은 트로피들에게 Shout out 해 밑바닥에서 별 하나 바라보며 날아왔네,0
I’m never done paying my dues 꿈에는 늘 안 가려 물불 돌려 radar 난 저 스틴 비버 내 hater 들 say Jesus 까도 까도 왜 이 새 낀 안 뒤져 네 가 밍기적거리며 지저귀는 게 나의 삶의 방해가 될 리가 없지 나와 형제들의 땀은 늘 쩔어 이제 내가 그리 던 그림에 스케치는 완성 1차로 바라보던 미래에 왔어,0
내 앞에 못을 박아 봐야 난 놈이 못난 놈이 될 리가 hold up and bomb 그래 터질 시간이 왔어,0
인 마 hold up and bomb 다 줘 터질 시간이 왔다고,0
마,0
Yeah Bomb N Bomb feel this energyBomb N Bomb 어 때 내 터지는 포 텐 이 Bomb N Bomb feel this energyBomb N Bomb 어 때 내 터지는 포 텐 이 click clack click clack bomb bang pow yawk click clack click clack bomb bang pow yawk click clack click clack bomb bang pow yawk click clack click clack bomb bang pow yawk 말 좀 끊을 게 미안 my bad 심지가 타고 있어 언제 터질지 모른다는 wow 이번 건 진짜 큰 거 다치기 싫음 미리 피해 다음 경 곤 없어 이젠 늦었어,0
brr brrclock is on 시간이 가고 있어 no safety zone 숨을 곳 겨우 찾아 손님 죄송하지만 그 자린 내 이름으로 예약됐어 녹슬어 낡아 가는 것보다 계속 차라리 닳아 없어 짐이 낫겠어 지옥 불에 담갔다 나왔으니까 두들겨 봐 그럴수록 날 카론 칼 칭칭 칭 cut cut NG 더 실감 나게 잘릴 배우로 change 죽긴 누가 죽어 주연은 안 죽어난 살아 있어 영화 나옴 봐 봐 너의 주검 빠지길 단물 기다릴 거면 먼저 걸릴 걸 당뇨 time’s up 54321 explodeYeah Bomb N Bomb feel this energyBomb N Bomb 어 때 내 터지는 포 텐 이 Bomb N Bomb feel this energyBomb N Bomb 어 때 내 터지는 포 텐 이 누구도 날 가늠하지 마 교복을 입고 머리에 항상 그리 던 내가 지금의 나 다 알아듣냐,0
ay 누구도 날 가늠하지 마 오늘의 내가 그린 미래가 내일의 나고 지금도 난 계속 그려 내 다음 챕터 피 토해도 계속해서 뱉어 난 외골수 master 피 땀을 팔아 실력으로 환산해서 재능을 사 제껴 의도치 않은 부자 racks on racksswagg get it 내 염색체가 변태 날 주무르고 만져야 만족을 해 Yeah Bomb N Bomb feel this energyBomb N Bomb 어 때 내 터지는 포 텐 이 Bomb N Bomb feel this energyBomb N Bomb 어 때 내 터지는 포 텐 이 click clack click clack bomb bang pow yawk click clack click clack bomb bang pow yawk click clack click clack bomb bang pow yawk click clack click clack bomb bang pow yawk,0
we are bonnie & clyde 지킬 수 없지 지켜 보기엔 너무 급한 내 성격 소문 내 우리가 왔다고,0
소리쳐 ain't a host 근데 가져야 겠어 여 길 전부 집어삼켜 뒤로 안 다녀 내 가방에 담아 시 곌 풀었지 어차피 다 내 시간 같아 치워 내 자린 듯이 다릴 꼬고 앉아 때가 됐어,0
it's on tonight 고개 안 숙여 사고 났다며 사고 쳤다고,0
나는 또 지뢰 밟은 듯 엑셀에서 발 안 뗄 거야 그냥 갖다 박아 버려 go go go 느끼지 못하면 안 하면 돼 나는 또 다음으로 가려고 해 전부 다 뺏고서 가방을 채워 전부 다 뺏고서 가방을 채워 ak 내 혓바닥에 당겨 지는 방아쇠 싹 다 털어서 가져와 내 앞을 가려봐 가려도 보여 난 터질 때까지 다 채우지 난 니가 찾던 그 범인 잡힐 것 같냐,0
면 난 한 발자국 더 멀리 여태껏 이 갈았어,0
신기루 던 생각 현실 되고 eat it up 난 하나도 없어 염치 money love and something more more morebonnie clyde 담 어 더 더 더 money love and something more more morebonnie clyde 담 어 더 더 더 bands bands bands 늘어 fan fan fan 못 돌아가 뒤에 yeahbonnie clydebands bands bands 늘어 fan fan fan 못 돌아가 뒤에 yeahbonnie clyde 집어삼켜 뒤로 안 다녀 내 가방에 담아 시 곌 풀었지 어차피 다 내 시간 같아 치워 내 자린 듯이 다릴 꼬고 앉아 때가 됐어,0
it's on tonight 나쁜 놈들의 나쁜 놈 이마에 dot dot imma boss 뺏어 네 가 뺏기 전에 pow pow 다 똑 같어 피할 바엔 죽지 버티기 도가 텄으니 네 거 뺏는 건 일도 아냐 꽉 물어 어금니 atm과 언니 지갑 털어 대도 배 안 차지 내 탄창 새 거 dickids 시동 이제 켜 넌 몰랐지 핸들에서 손 놔 그 상태로 직진 we keep 180 미안한 적 없지 뺏기기 싫음 좀 잘하지 메롱 멍청 아 알려 줄게,0
이 유난 bonnie 옆엔 cylde 넌 extra 1호 전부 먹어 치워 huh 가방에 싸그리 집어넣어 내일 같은 건 없어 챙길 거 챙겨서 여길 떠 떠 원하는 건 전부 가져 반지 차 키 현금 다발 사랑 없는 도시 당하기 전에 때려 그게 다야 언제나 도망 자야 난 사춘기처럼 반항 밤은 깜깜 하고 돈은 빛 나 다시 핸들 잡아 money love and something more more morebonnie clyde 담 어 더 더 더 money love and something more more morebonnie clyde 담 어 더 더 더 bands bands bands 늘어 fan fan fan 못 돌아가 뒤에 yeahbonnie clydebands bands bands 늘어 fan fan fan 못 돌아가 뒤에 yeahbonnie clyde 집어삼켜 뒤로 안 다녀 내 가방에 담아 시 곌 풀었지 어차피 다 내 시간 같아 치워 내 자린 듯이 다릴 꼬고 앉아 때가 됐어도 망 가도 망가 도망 가 도망가 도망가 도망 가 도망가 도망가 도망 가 도망가 도망가 도망 가 도망가 도망가 도망 가 도망가 도망가 도망 가 도망가 도망가 뺏기기 싫다면 얼른 도망가 money love and something more more morebonnie clyde 담 어 더 더 더 money love and something more more morebonnie clyde 담 어 더 더 더 bands bands bands 늘어 fan fan fan 못 돌아가 뒤에 yeahbonnie clydebands bands bands 늘어 fan fan fan 못 돌아가 뒤에 yeahbonnie clyde,0
난 괜찮아 내일 아침에 소파 위에 시체가 되어 이름 모르는 너와 어색한 사이가 되어도 I don't care at alllet's smoke drink boogie on and onboogie on and on 오늘은 생각도 긴 말도 필요하지 않아 풀어 긴장 좀 잃어 가는 시간이 너무 아까워 꽉 매 너의 신발끈 지각생 엎드려 뻗쳐 너에게 줄 성적은 없어 여선생들은 열정이 넘치는 날 가르치느라 엎드려 줬어 입김이 서린 잔을 건넨 뒤 괜히 물어봐 지금이 몇 신 지그 다음엔 why don't u and yo friendsget with me and my friends 일행이 몇 명이니 LET'S BOOGIE ON AND ON 내일 우리가 서로 기억 못 해도 지금 이 무르익은 분위기는 멈추지 말고 가만히 내비둬 고대로 난 괜찮아 내일 아침에 소파 위에 시체가 되어 이름 모르는 너와 어색한 사이가 되어도 I don't care at alllet's smoke drink boogie on and onboogie on and on 내일 걱정은 뒤에 해 일단 이 느낌을 이해해 언제 또 올지 모르는 놀 기회에 초집중을 해 girl swing that ass 몇 번의 eye contactI saw you you saw me 그럼 내가 먼저 말 걸게 난 너를 알고 싶어 지금 우리 둘 주위를 둘러봐 왕따들은 바쁘게 눈이 굴러가걔네들은 죽어도 우리 둘을 못 봐 지금이야 지금 내 목에 팔을 둘러봐 너만 괜찮다면 너의 허리에 내 손을 올릴게,0
넌 어 때 난 괜찮아 내일 아침에 소파 위에 시체가 되어 이름 모르는 너와 어색한 사이가 되어도 I don't care at alllet's smoke drink boogie on and onboogie on and on 너도 내일 아침에 날 기억 못해도 돼 물이든 술이든 u can sip and smoke it awayI don't give a F about tommorowcuz it's sundaybring up all ya cool kidsand just hop on to this music 너도 내일 아침에 날 기억 못해도 돼 물이든 술이든 u can sip and smoke it awayI don't give a F about tommorowcuz it's sundaybring up all ya cool kidsand just hop on to this music,0
하늘 위에 새겨 줘 내 이름 모두가 넘본다고 내 자리를 I’m doing like a king dobut you ain’t shitYou never know I beenthrough 가시밭길 So lonley but I goI was 꼬맹이 but I’m boss nowSo lonley but I goI was 꼬맹이 but I’m boss now 주인도 못 알아보면서 대들지 그러니 아직도 개새끼 거나 개 그 지나는 겨우 억을 벌고 있다고,0
게을리 그런 놈은 버려야 지내 손을 잡아 예쁘니 오케이 i got bitches 내 벌이는 합법 나의 오른팔이 나를 팔기 전에 팔 꺾친 구 새끼들도 내 성공에 빡쳐내가 사랑한 여자는 돼 버렸지 ㅆㄴ나는 안 망해 yea 커져만 가겠지 신의 귀 싸 대기 날려 버리는 이 눈물로 얼룩진 놈에게는 없지 아래 위 승리의 날개 짓 담아 라 픽 웃어 줘 씩 어금니 bling 씹어 먹지 바다 건너까지 내 야망이 번져 내가 죽고 나면 여기 남을 거야 전설이 순간에도 쟤네들은 개 뻥쳐 나는 겨우 억을 벌고 있다고,0
너는 꿈도 못 꾸지 잘 자 son 하늘 위에 새겨 줘 내 이름 모두가 넘본다고 내 자리를 I’m doing like a king dobut you ain’t shitYou never know I beenthrough 가시밭길 So lonley but I goI was 꼬맹이 but I’m boss nowSo lonley but I goI was 꼬맹이 but I’m boss nowwoke up in the night I singfella this is how I feel 쟤넨 절대 몰라 이 기분 마치 cop a nice kickbig booty nice tits 다 좋지만 tell em covercuz I gotta lotta thingsto do I'm too bossyfor urappers wanna shoot melike cole bennett 내 현실과 너가 느끼는 현실 달라 level 이 I'm surfin on my wavefellas 여긴 마치 케베 물 맞고 살고 있어 효 은 이형 make it rain 매일 벌지 ay smoke so loudlike a heavymetal 돈을 챙겨 콰이엇 씨 말대로 살고 있어 내 삶 내 맘대로 like all the greatest 들 했던 대로 if they wanna fight metell em quit the envy 병신들은 같이 할 시간이 nothing 다시 한번 바삐 움직이네,0
가치 만들어 내 장식 같은 놈들 bye bitch 하늘 위에 새겨 줘 내 이름 모두가 넘본다고 내 자리를 I’m doing like a king dobut you ain’t shitYou never know I beenthrough 가시밭길 So lonley but I goI was 꼬맹이 but I’m boss nowSo lonley but I goI was 꼬맹이 but I’m boss now,0
Have you everseen a man like thisWith the pack like this 시장과 예술의 견해 Every single stateof mind I spread 너무나 헌신적이라는 것 When I choose my vocab그래 꼰 대지 아무래도 못 벌 땐 난 질 좋은 BokehIt’s the problem 난 골 칫 덩이인가 봐 I got problems 부스러기 털어도 연예인들 줍는 꼴은 아까워 Ohh don't be mad dog 내 밥벌이는 연예인 골라 까 기 연예인들 전부 예술가 취급 하면 곤란하지 그래 이런 가사 got bouncesHateful mind gram to the ounces 난 뱉은 말에 책임지려 연예인들과 는 안 친하지 모든 건 동일한 방식으로 여기 돈 버는 방식으론 여기 _ 빠는 상식으로 다 시끄러워 YuckI'm bougieI never hit that p____ 내 검은 티를 퇴색시켜 네 몸에 딱 붙는 wife beaterI'm bougieMy pack they so foolish 돈 쓸어 담는 길을 멀리 돌아 바닥을 다져 ooh nice watchI'm bougie 많은 친구는 필요 없지 어울려 봐야 내가 너희 득 본 것처럼 꾸며 질 것 ooh nice carI'm bougie 그 이상의 것을 가졌고 막상 맛을 보니 쓰더군,0
근데 난 높게 보다는 멀리 왔지 내 식사는 silver spoonwith the copper handle 난 이곳에 이쁨 받을 필요가 거의 전혀 없어 내가 나의 주인 너희들은 궁전에 개__ 짖어 라 짖어 난 궁전 밖에서 노숙하면 되지 F______ yuckSo I'm bougieMama I'm so bougie‘ 사’ 자 돌림 직업은 안 가졌어도 지켰어 내 품위계급사회 찌들어 유명한 새_ 비서 역할 따내기 게임 내 위론 아무도 없는데 나는 누구 비위를 맞춰야 되지 I'm so bougieOoh yeah I'm so bougieOoh boy I'm so bougie 처음 이곳에 도달했을 때 와는 전혀 반대의 마음가짐 I'm so bougie 여전히 대중교통에 간간히 협찬 받아 날 꾸미지만 I'm so bougie 헛질하는 애들을 보며 난 노력에 비해 얻는 게 없어도 I'm so mother f______ bougieI'm bougieI never hit that p____ 내 검은 티를 퇴색시켜 네 몸에 딱 붙는 wife beaterI'm bougieMy pack they so foolish 돈 쓸어 담는 길을 멀리 돌아 바닥을 다져 ooh nice watchI'm bougie 많은 친구는 필요 없지 어울려 봐야 내가 너희 득 본 것처럼 꾸며 질 것 ooh nice carI'm bougie 그 이상의 것을 가졌고 막상 맛을 보니 쓰더군,0
가 즈 아 bowhuhbowhuhlet's go yeahlet's go yeahay ay ay ay yuhsouth side kidd on the mission 가득 찬 야망 but im not ambition 네 가 알던 난 뒤로 그냥 난 위로 보여줘 기적 huh 살아왔어,0
난 미로 그래서 더 이상 못해 재미로 uh 돈이 날 위로 돈이 날 치료 돈이 난 필요 다 비켜 uh 새 꺄 i'm in the game 애들 다 배려 놔 wit my gang 클래 리 티 we stacking up 클래 리 티 they backing up 그 모습 마치 a-team ape shitcamo bape 입고 나가 전장에 적재적 소에 판단해 지는 건 없어 내 플랜 안에 bitch i made it i did it i did it 배가 존나 고팠기에 i eat it i eat it 난 못 가져 봤기에 i need it i need it 이제 가자 저 밖에 let’s get it i get itbitch i made it i did it i did it 배가 존나 고팠기에 i eat it i eat it 난 못 가져 봤기에 i need it i need it 이제 가자 저 밖에 let’s get it i get itshut the f_ck upnow you pay me 돈 얘기 말고 우리할 얘기가 뭐 있니,0
shut the f_ck upnow you pay me 변했다 하지 마 난 원래 이런 새끼 huhme and kidd king yeah그래 민혁이 우린 돈만 챙겨 너희들 잡소리 꺼져 f_ck it i made iti made it i made it 나 혼자 올라왔어,0
그래 난 bettermiddle finger to my enemy 쟤네는 모르지 내가 여기 다 닦아 둔 거 무릎 꿇어야지,0
그래 내가 누 군 데 아가리 여물고 자릿세 물어 yeah f_ck that shit 어 그려 넌 누구 좆까지 마 새 꺄 난 solof_ck your clanand f_ck your opinion 내가 쉬운 줄 알았나,0
봐 머리 박아 X 빠는 소리들 만 해 입다물고 돈 내놔 몰랐지 이런 거 난 다 챙겨 먹어 우린 다 챙겨 먹어 너희 뼈까지 털어 그래 under taker 돌아갈 일 없지 for sure 냉철하게 판단 다 꺼져 개 센 거를 매일 장전 뉴 비들 제초해 lawn mower 아무것도 모르면서 말들은 많아 해낸 것이 너무 많아 숨을 못 쉬어 지랄하지 말고 다 꺼져 난 위로 우린 위로 누가 막아 for reshut the f_ck upnow you pay me 돈 얘기 말고 우리할 얘기가 뭐 있니,0
shut the f_ck upnow you pay me 변했다 하지 마 난 원래 이런 새끼 huhshut the f_ck upnow you pay me 돈 얘기 말고 우리할 얘기가 뭐 있니,0
shut the f_ck upnow you pay me 변했다 하지 마 난 원래 이런 새끼 huh,0
벌어 돈 벌어 더 마시고 쓰러져 취해서 맛이 가도 여전히 good야 쟤네,0
좀 말려 줘 얻다가 손을 벌려 옛다 투- 넉넉하게 넣었어 ㅎ 어머니 어머니 아버지 아버지 아들은 글렀어 착하게 살기는 거기서 어딨어 주머니 벌려 빼가 버리지 너희 꿈 너희 목표 Boy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirrorBoy in the mirrorBoy in the mirror 다 컸지 다 컸네,0
어느 새 내 통장엔 꽂혀 좀 많은 게 퍼마시고 취해 난 all day 정상인적이 없는 눈 like a 동태 ya ya ya ya ya okay fuck that shit 던져 버리는 게 요즘 유행인가 나도 신나게 던져 대지 박살 나게 거울 안에 내 모습 yuh 포즈 취하고 부숴 버려 짠 말이 아냐 말이 아니지 꼴이 말 야 한숨 쉬기 전에 때려 Daniel shot 바보 같은 얼굴 아래 bling- 다,0
말해 주세요 토니 몬 타나 씨 이 이상 내가 뭘 해야 하는 거지 I'm fucked up 저리 비켜 욕망을 토하고 난 쓰러져 I'm fucked up 저리 비켜 욕망을 토하고 난 쓰러져 I'm fucked up 저리 비켜 욕망을 토하고 난 쓰러져 I'm fucked up 저리 비켜 욕망을 토하고 난 쓰러져 욕망을 토하고 난 쓰러져 또 아무것도 보이지 가 않아 휘둘러 대지 내 주먹 다시 좋은 곳을 가기에는 죄가 너무 많아 술이 묻은 돈 아래머리 박고 숨을 참아 맛이 갔어,0
내 전지 방전 상태 또라이들 사이 진짜 광기를 숨기지 다시 돌아올 수 없어 여기 너무 멀리 왔지 난 길 치라 길을 못 찾겠어 벌어 돈 벌어 더 마시고 쓰러져 취해서 맛이 가도 여전히 good야 쟤네,0
좀 말려 줘 얻다가 손을 벌려 옛다 투- 넉넉하게 넣었어 ㅎ 어머니 어머니 아버지 아버지 아들은 글렀어 착하게 살기는 거기서 어딨어 주머니 벌려 빼가 버리지 너희 꿈 너희 목표 Boy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirrorBoy in the mirrorMy life so bright 맘대로 살아 누가 지적 질하면 그냥 눈 감아 하나도 안 무서워 사망 내 인생 참견은 가능해 오직 의사만 ㅈ대로 살아도 결국 날 찾아 어쩌고 저쩌고 ㅅ ㅂ 입 닫어 돈 들어올 때까지 나는 마셔 If you wanna fuck with me 닥쳐 Came a long way 돌아가긴 늦었네,0
거 울을 쳐다볼 때마다 괴롭다 고 여전히 이제 내 피는 꺼 매 순수함을 잃고 대신 빌어먹을 돈을 보내,0
huh 비웃어 시 발 난 갔다 왔는데 죽기 직전에 huh 그래서 너무 많은 alcoholI don't even feel the painhuh 나는 아직도 싸워 내 안에 있는 놈을 밀어 내 huh yuh 난 이제 절대 못 굶어 uh 착하게 살기는 글 럿 uh 내가 너무 미워 I'm sinner ay 맨정신인가 but fucked up ay 느끼고 파 but fuck numb ay 안기고 파 but fuck love ay 손에서 피가 but 덤덤 ayBoy in the mirror I'm 멍청 But 기회가 보이면 덥석 uh 난 널 몰라 기억 없어 uh 그르게 날 왜 믿었어,0
ow 벌어 돈 벌어 더 마시고 쓰러져 취해서 맛이 가도 여전히 good야 쟤네,0
좀 말려 줘 얻다가 손을 벌려 옛다 투- 넉넉하게 넣었어 ㅎ 어머니 어머니 아버지 아버지 아들은 글렀어 착하게 살기는 거기서 어딨어 주머니 벌려 빼가 버리지 너희 꿈 너희 목표 Boy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirror 멍청해 Boy in the mirror but rich richBoy in the mirrorBoy in the mirror,0
Don't worry about money 놀자 오빠가 무리할 게 넌 그냥 옆에서 편하게 groove 타기만 해 alrightI’m a boy you’re a girlI’m a boy but you’re a girlI’m a boy you’re a girl 아름다운 여자는 대접 받아야 해 아는 친구들 불러모아 흥이 많고 사교성 좋은 애들 로만 여긴 한국이지만 서구적인 느낌 가득 아 참 일 렉은 절대 안 틀 거야 흠뻑 다 젖어 알콜로 샤워해 ice bucket challenge 저 고주 망태는 누가 낚아 챌는지 키는 컸어도 호기심은 미성년주체 못하는 바람에 주최한 festivityOH UH OH UH 날 알아봐도 티나게 리액션 하지 말아 줘 OH UH OH UH 인스타 업뎃이 목적이면 겉옷 챙겨서 나가 줘 OH UH OH UH 안목 있는 누나들 want to see ma tattoo 전화기 뒤집자 분위기 좋으니까 진지 빠는 즉시 귀가조치야 Don't worry about money 놀자 오빠가 무리할 게 넌 그냥 옆에서 편하게 groove 타기만 해 alrightI’m a boy you’re a girlI’m a boy but you’re a girlI’m a boy you’re a girl 아름다운 여자는 대접 받아야 해이 파티에는 대부분이 잘나가니까 섣불리 가 오 잡다간 곧바로 망신살 사양 말고 마셔 그건 네 인생 샷 아무나 잡고 사진 박아도 네 인생 샷 I’m intoxicated 남여 남여 나눠 착석해 음탕한 게임 하더라도 밖에선 입 단속 해해 뜨고 네 화장도 뜨고 나 먼저 자리 뜨기 전까지 계속 뜨거 OH UH OH UH 다 망가지는 마당에 고상한 척은 자제해 OH UH OH UH 뜬금없는 일 얘기나 고민 상담은 따로 해 OH UH OH UH 흑기사 자처하는 쟤는 무슨 심보 전화기 뒤집자 분위기 좋으니까 진지 빠는 즉시 귀가조치야 Don't worry about money 놀자 오빠가 무리할 게 넌 그냥 옆에서 편하게 groove 타기만 해 alrightI’m a boy you’re a girlI’m a boy but you’re a girlI’m a boy you’re a girl 아름다운 여자는 대접 받아야 해 Say hello to ma little friends 개념 다 차 있지 실수하지 않게 당부해 놨지,0
